Date,Інше (для фізичних осіб (у т. ч. суб`єктів незалежної професійної діяльності) та нерезидентів),"Сільське господарство, мисливство та надання пов'язаних із ними послуг",Добування інших корисних копалин та розроблення кар'єрів,Виробництво харчових продуктів,Виробництво напоїв,Текстильне виробництво,Виробництво одягу,"Оброблення деревини та виготовлення виробів з деревини та корка, крім меблів; виготовлення виробів із соломки та рослинних матеріалів для плетіння",Виробництво паперу та паперових виробів,"Поліграфічна діяльність, тиражування записаної інформації",Виробництво хімічних речовин і хімічної продукції,Виробництво гумових і пластмасових виробів,Виробництво іншої неметалевої мінеральної продукції,"Виробництво готових металевих виробів, крім машин і устатковання","Виробництво комп'ютерів, електронної та оптичної продукції",Виробництво електричного устатковання,"Виробництво машин і устатковання, н.в.і.у.",Виробництво меблів,"Постачання електроенергії, газу, пари та кондиційованого повітря",Будівництво будівель,Будівництво споруд,Спеціалізовані будівельні роботи,"Оптова та роздрібна торгівля автотранспортними засобами та мотоциклами, їх ремонт","Оптова торгівля, крім торгівлі автотранспортними засобами та мотоциклами","Роздрібна торгівля, крім торгівлі автотранспортними засобами та мотоциклами",Наземний і трубопровідний транспорт,Авіаційний транспорт,Діяльність із забезпечення стравами та напоями,"Надання фінансових послуг, крім страхування та пенсійного забезпечення",Операції з нерухомим майном,Діяльність головних управлінь (хед-офісів); консультування з питань керування,Діяльність у сферах архітектури та інжинірингу; технічні випробування та дослідження,"Оренда, прокат і лізинг","Діяльність туристичних агентств, туристичних операторів, надання інших послуг із бронювання та пов'язана з цим діяльність",Охорона здоров'я,Водний транспорт,"Каналізація, відведення й очищення стічних вод","Страхування, перестрахування та недержавне пенсійне забезпечення, крім обов'язкового соціального страхування",Складське господарство та допоміжна діяльність у сфері транспорту,Діяльність у сферах права та бухгалтерського обліку,"Діяльність у сфері спорту, організування відпочинку та розваг","Збирання, оброблення й видалення відходів; відновлення матеріалів",Видавнича діяльність,Рекламна діяльність і дослідження кон'юнктури ринку,Допоміжна діяльність у сферах фінансових послуг і страхування,"Комп'ютерне програмування, консультування та пов'язана з ними діяльність",Діяльність охоронних служб та проведення розслідувань,"Адміністративна та допоміжна офісна діяльність, інші допоміжні комерційні послуги",Виробництво інших транспортних засобів,Лісове господарство та лісозаготівлі,Ремонт і монтаж машин і устатковання,Обслуговування будинків і територій,"Виробництво шкіри, виробів зі шкіри та інших матеріалів",Тимчасове розміщування,Надання інформаційних послуг,Виробництво іншої продукції,"Виробництво кіно- та відеофільмів, телевізійних програм, видання звукозаписів",Металургійне виробництво,Виробництво основних фармацевтичних продуктів і фармацевтичних препаратів,Надання послуг догляду із забезпеченням проживання,Ветеринарна діяльність,"Виробництво автотранспортних засобів, причепів і напівпричепів",Освіта,Надання інших індивідуальних послуг,"Інша професійна, наукова та технічна діяльність"
2023-09-01,86091.43127,1239467.45478,46232.78749,175476.63596,,1624.98436,41118.67635,4972.2687,9547.48971,1688.78763,1060.86747,18698.1927,1779.0217,56931.40211,8963.30778,634.71553,98054.98683,1280.06714,346537.87641,24801.84308,12594.29975,5103.64288,14751.99319,2048441.5052,12755.3021,10019.82868,100452.56557,4466.74181,76527.18799,2961.30724,801.86009,1559.40268,67245.92832,17648.4769,54030.89286,,,,83652.29345,364.94724,401.08125,214.3,,1789.92287,,1117.31452,144.55583,,,2223.84816,844.26044,620.79076,,,2197.86839,,898.96675,,,103.65099,94.99349,202.25262,151.68938,496.49024,
2023-10-01,86441.83745,1205974.23983,46209.71694,157762.02738,,1479.99548,41932.95846,5108.75724,8628.83605,1630.32603,1052.83615,16170.63685,1295.32155,56426.11922,8822.07584,603.79575,104724.25084,1260.41179,347335.33334,22176.90196,5872.37092,4963.41,16192.98536,2119056.40977,13299.12109,8459.8599,101340.40254,5305.22156,74868.95051,2995.92372,687.71484,1044.3377,71907.99251,17790.46239,57965.51514,,,,66893.92506,434.1682,370.83646,194.65313,,1816.79762,,1361.59571,147.38916,206.02201,,2302.09152,859.3902,588.3324,,,1202.97667,,915.40516,,,505.44535,90.5949,198.38912,214.1144,474.42575,
2023-11-01,86015.93489,1191352.29569,46232.78749,150916.84434,1371.04603,1426.39463,42485.27428,4941.56672,7817.71037,1564.60635,1597.65449,14151.49006,1793.35364,56110.27477,10104.68008,574.26015,109785.02879,1228.25069,348792.09115,21308.27651,6753.41032,5385.29991,15460.31815,2154961.64193,13727.03495,9429.19394,28937.29905,5290.24216,73970.51357,3335.31221,277.19492,980.51514,69034.90631,17942.50598,59381.66581,,,,63849.34497,360.09468,341.46375,175.4875,,1736.63027,,1289.1491,150.31694,197.92515,,1910.79083,875.02431,557.04868,,,1167.60297,,932.39151,,,487.8957,86.37089,189.99797,198.79078,607.32259,
2023-12-01,86089.71037,1171910.77154,46209.71693,108171.76729,,1577.50459,43835.18668,5336.6087,6803.00325,1496.68668,2075.94488,12115.7494,2171.81717,56106.22845,11219.46164,543.52711,111192.16933,1181.85571,541378.18274,20803.68951,7515.69277,5311.1058,15243.6001,2116455.09171,14428.59878,9335.21255,22407.1232,5557.10319,74164.89362,3367.03523,255.04814,922.40961,73659.56845,18052.58053,58302.0421,,,,62037.88862,440.54949,311.37208,155.84062,,2027.31379,,1339.65675,153.15028,189.14161,,3106.58598,1501.78673,1528.51686,,,2797.63137,,948.82992,,,463.38624,81.96506,181.15888,638.26115,580.0637,
2024-01-01,90277.783,1072089.82716,46232.7875,103443.48911,303.69091,1518.61337,44906.11079,5260.65652,6286.12234,1430.79865,2355.68427,11110.99829,4008.29943,58515.57477,11182.80812,513.87267,112046.22221,1141.77593,541942.88442,19149.98792,6888.16382,5435.98524,11074.29299,2136002.84004,13861.08201,9841.55254,21270.144,5638.94011,73955.08994,3390.7419,233.29771,1381.24036,79430.89585,18300.06655,58051.28086,,,,59347.3725,312.40017,281.89875,,,1851.59319,,1672.69263,156.07805,181.32769,,2960.07752,1501.55912,1500.52748,,,2174.08483,,965.81627,,,440.16322,77.75693,172.73163,613.82303,1170.28778,
2024-02-01,90077.84558,1071419.96509,46230.83343,89285.27933,296.97039,1456.66261,45763.95714,4557.52594,5439.7859,1363.95393,2435.36541,11115.83548,4646.5834,58018.9556,11206.76037,483.66626,111849.31883,1061.97622,512236.87428,10569.31385,3108.19806,4311.85421,12114.99233,2192036.58745,15058.82078,7597.49045,19088.7984,6251.31591,71558.46391,3415.84631,211.4134,1454.496,75159.73091,18499.32717,57347.60172,,,,57199.73626,304.08556,252.09438,,,1842.83725,,1993.20253,159.00583,172.11703,,2637.94575,1491.34641,1469.66496,,,2576.46236,,982.79621,,,416.69926,73.43354,164.10495,578.50401,1270.70336,
2024-03-01,90923.25876,1168085.67174,150290.83161,102009.11309,283.46516,1393.04761,45265.73988,6778.61951,1542.37937,1295.34698,2491.5588,11110.34128,4185.18304,59222.54317,10724.34585,452.46514,111810.2738,1026.49255,325011.87183,8534.34844,2846.33742,4761.77874,12904.03622,2348669.08166,60657.60017,7563.46793,17117.0496,6618.81026,71143.59347,3435.12195,189.31055,1267.67434,82937.82968,18696.73078,56138.05175,,,,155235.33618,267.59025,221.82042,,,1980.16711,,2475.41451,161.74472,265.57668,,241.83819,936.03317,1875.09528,,102.51082,2506.75482,,998.68057,,,392.07888,68.96524,155.13037,541.96442,1216.69044,
2024-04-01,94095.85639,1139120.74282,159203.0139,66299.16298,271.13343,1332.92045,46368.75983,6361.46771,1536.05448,1505.2864,2469.88229,11129.49373,4316.62327,61425.58101,10563.55179,423.24739,111492.0785,983.44219,325609.09371,10979.36279,2895.85496,5333.54787,13215.45872,2410958.47787,63820.81448,17309.99015,15374.7888,7243.55452,71356.10186,3460.14199,,1139.87978,82891.83765,18937.12926,55736.52051,,,,152940.88368,383.9573,192.51479,,,1988.90483,,2698.22008,164.6725,250.11264,,355.35873,951.65975,1855.92617,,100.39175,3238.24603,305.58643,1015.6604,,,310.87336,217.7708,146.84535,609.72618,1172.2955,305.58643
2024-05-01,253902.03312,1151010.09665,168529.79947,53824.26162,257.99782,1270.08776,46264.82399,6529.14211,1492.85261,1429.24019,2842.44531,12147.31148,4201.04293,62688.84554,10714.03606,392.59644,111341.4715,938.52074,321403.55902,10176.32604,2799.74417,5481.74519,13486.57125,2154050.39519,65448.56648,18071.02754,13328.7168,6786.82475,70351.28502,3482.65587,,855.66492,85208.52645,19178.41252,54436.33334,,,,150242.2957,235.33826,511.34499,,,1949.95812,,2936.36005,167.50583,231.88018,,2185.97127,966.78227,2137.10342,,94.42368,2364.81903,299.87869,1032.09249,,,493.48234,210.14055,138.06374,567.42614,1099.46643,300.86388
2024-06-01,259464.00486,968939.04723,150624.31981,50381.98676,245.34504,1212.33177,46630.25642,6325.94271,1485.67481,1608.18079,3427.51343,12164.21175,4413.72044,63533.64038,10602.91154,362.90409,112156.78658,904.60392,325941.23105,10946.71725,10927.41901,5895.89407,15596.50006,2454045.64428,65591.85848,18866.82638,11340.028,7093.90222,66480.60951,4011.82256,,809.84572,141395.07057,14422.34874,53227.73255,,,,147969.55117,230.49498,484.35483,,,2264.60434,,3160.02967,170.43361,215.18882,,1726.10196,982.40886,2114.7443,,94.65971,3244.97113,292.55538,1049.07232,,,477.16278,202.462,129.58866,534.6748,1943.41642,310.06963
